date,science orbit efficiency,rolling mean science orbit efficiency,rolling median science orbit efficiency,total observation time,overall efficiency
2012-06-11 00:00:00.000,95.34,94.17,94.60,77.6,81.40
2012-06-18 00:00:00.000,91.35,94.06,94.46,76.2,83.40
2012-06-25 00:00:00.000,93.51,94.05,94.46,78.1,83.60
2012-07-02 00:00:00.000,93.83,94.02,94.37,75.9,80.90
2012-07-09 00:00:00.000,94.66,94.06,94.46,78.1,82.50
2012-07-16 00:00:00.000,95.27,94.07,94.46,82.3,86.30
2012-07-23 00:00:00.000,96.19,94.12,94.60,80.1,83.30
2012-07-30 00:00:00.000,96.93,94.13,94.60,81.6,84.20
2012-08-06 00:00:00.000,94.34,94.08,94.46,79.5,84.30
2012-08-13 00:00:00.000,93.44,94.02,94.37,75.9,81.20
2012-08-20 00:00:00.000,95.97,94.04,94.37,82.9,86.40
2012-08-27 00:00:00.000,94.38,94.05,94.38,78.5,83.20
2012-09-03 00:00:00.000,95.97,94.07,94.38,82.1,85.50
2012-09-10 00:00:00.000,96.49,94.10,94.38,81.1,84.00
2012-09-17 00:00:00.000,96.94,94.11,94.38,80.4,82.90
2012-09-24 00:00:00.000,91.06,94.08,94.38,74.0,81.30
2012-10-01 00:00:00.000,93.40,94.00,94.37,81.8,87.60
2012-10-08 00:00:00.000,93.82,93.98,94.34,76.8,81.80
2012-10-15 00:00:00.000,93.07,93.93,94.14,82.4,88.60
2012-10-22 00:00:00.000,95.44,93.93,94.14,80.1,83.90
2012-10-29 00:00:00.000,93.69,93.97,94.14,79.4,84.70
2012-11-05 00:00:00.000,94.08,94.15,94.14,81.1,86.20
2012-11-12 00:00:00.000,93.46,94.15,94.14,78.6,84.10
2012-11-19 00:00:00.000,88.50,94.07,94.14,75.3,85.00
2012-11-26 00:00:00.000,91.74,94.06,94.14,79.7,86.90
2012-12-03 00:00:00.000,90.51,94.00,94.14,75.3,83.20
2012-12-10 00:00:00.000,92.08,93.97,94.14,77.8,84.50
2012-12-17 00:00:00.000,93.44,93.97,94.14,81.2,86.90
2012-12-24 00:00:00.000,93.59,93.95,94.08,78.7,84.00
2013-01-07 00:00:00.000,95.76,94.02,94.14,80.2,83.80
2013-01-14 00:00:00.000,92.28,94.01,94.14,74.5,80.80
2013-01-21 00:00:00.000,94.07,94.05,94.14,79.6,84.60
2013-01-28 00:00:00.000,93.41,94.00,94.08,75.0,80.30
2013-02-04 00:00:00.000,93.41,93.95,94.07,78.1,83.60
2013-02-11 00:00:00.000,91.22,93.87,93.99,74.9,82.10
2013-02-18 00:00:00.000,93.41,93.90,93.99,79.1,84.70
2013-02-22 00:00:00.000,90.99,93.83,93.83,74.2,81.60
2013-03-04 00:00:00.000,95.21,93.85,93.83,80.9,85.00
2013-03-11 00:00:00.000,91.53,93.78,93.82,74.3,81.20
2013-03-18 00:00:00.000,92.49,93.82,93.82,77.1,83.40
2013-03-25 00:00:00.000,95.35,93.88,93.83,80.5,84.40
2013-04-01 00:00:00.000,94.25,93.92,93.99,76.8,81.50
2013-04-08 00:00:00.000,93.93,93.93,93.99,75.0,79.90
2013-04-15 00:00:00.000,92.68,93.89,93.93,79.2,85.40
2013-04-22 00:00:00.000,94.18,93.88,93.93,75.6,80.30
2013-04-29 00:00:00.000,95.16,93.88,93.93,79.0,83.00
2013-05-06 00:00:00.000,97.27,93.93,93.93,78.6,80.80
2013-05-13 00:00:00.000,94.51,93.94,93.99,76.9,81.40
2013-05-20 00:00:00.000,93.59,93.89,93.93,77.6,82.90
2013-05-27 00:00:00.000,94.96,93.87,93.93,78.3,82.50
2013-06-03 00:00:00.000,92.74,93.85,93.83,74.6,80.50
2013-06-10 00:00:00.000,94.66,93.85,93.83,76.2,80.50
2013-06-17 00:00:00.000,94.77,93.86,93.83,79.4,83.80
2013-06-24 00:00:00.000,93.69,93.82,93.82,73.9,78.90
2013-07-01 00:00:00.000,93.53,93.87,93.82,79.8,85.30
2013-07-08 00:00:00.000,95.11,93.90,93.83,78.7,82.80
2013-07-15 00:00:00.000,94.25,93.90,93.93,75.2,79.80
2013-07-22 00:00:00.000,95.44,93.92,93.93,82.0,85.90
2013-07-29 00:00:00.000,96.05,93.93,93.93,79.1,82.40
2013-08-05 00:00:00.000,94.56,93.90,93.93,76.9,81.30
2013-08-12 00:00:00.000,95.10,93.87,93.93,82.2,86.40
2013-08-19 00:00:00.000,95.96,93.90,93.93,77.8,81.10
2013-08-26 00:00:00.000,89.86,93.83,93.93,77.0,85.70
2013-09-02 00:00:00.000,91.74,93.75,93.82,76.0,82.80
2013-09-09 00:00:00.000,97.44,93.81,93.82,79.9,82.00
2013-09-16 00:00:00.000,88.70,93.67,93.69,75.1,84.70
2013-09-23 00:00:00.000,93.65,93.62,93.69,77.9,83.20
2013-09-30 00:00:00.000,93.74,93.56,93.69,76.6,81.70
2013-10-07 00:00:00.000,93.66,93.61,93.69,77.2,82.40
2013-10-14 00:00:00.000,95.69,93.65,93.69,81.7,85.40
2013-10-21 00:00:00.000,95.07,93.67,93.69,77.5,81.50
2013-10-28 00:00:00.000,93.98,93.69,93.74,80.7,85.90
2013-11-04 00:00:00.000,93.66,93.66,93.69,77.4,82.60
2013-11-11 00:00:00.000,95.75,93.70,93.74,80.4,83.90
2013-11-18 00:00:00.000,95.17,93.72,93.74,79.2,83.20
2013-11-25 00:00:00.000,95.65,93.76,93.93,77.5,81.10
2013-12-02 00:00:00.000,94.38,93.87,93.98,76.7,81.20
2013-12-09 00:00:00.000,96.35,93.96,94.07,82.7,85.80
2013-12-16 00:00:00.000,92.30,93.99,94.07,74.4,80.60
2013-12-23 00:00:00.000,92.66,94.00,94.07,75.9,82.00
2014-01-06 00:00:00.000,94.57,94.02,94.18,74.4,78.70
2014-01-13 00:00:00.000,92.17,93.99,94.18,74.6,80.90
2014-01-20 00:00:00.000,92.81,93.94,94.07,75.2,81.00
2014-01-27 00:00:00.000,94.09,93.97,94.09,75.0,79.70
2014-02-03 00:00:00.000,93.31,93.96,94.09,76.9,82.40
2014-02-10 00:00:00.000,95.38,94.00,94.18,76.7,80.40
2014-02-17 00:00:00.000,95.10,94.03,94.25,74.7,78.50
2014-02-24 00:00:00.000,93.76,94.08,94.25,77.9,83.10
2014-03-03 00:00:00.000,95.29,94.11,94.25,76.4,80.20
2014-03-10 00:00:00.000,94.10,94.17,94.25,72.6,77.10
2014-03-17 00:00:00.000,95.57,94.18,94.25,78.8,82.50
2014-03-24 00:00:00.000,94.82,94.24,94.38,75.9,80.10
2014-03-31 00:00:00.000,96.99,94.32,94.51,74.9,77.20
2014-04-07 00:00:00.000,93.30,94.28,94.38,78.0,83.60
2014-04-14 00:00:00.000,92.79,94.26,94.38,73.2,78.90
2014-04-21 00:00:00.000,95.64,94.29,94.51,73.2,76.50
2014-04-28 00:00:00.000,97.28,94.38,94.56,82.3,84.60
2014-05-05 00:00:00.000,95.73,94.41,94.57,75.9,79.20
2014-05-12 00:00:00.000,95.22,94.41,94.57,78.9,82.80
2014-05-19 00:00:00.000,95.40,94.37,94.57,71.4,74.90
2014-05-26 00:00:00.000,95.83,94.40,94.66,76.4,79.70
2014-06-02 00:00:00.000,93.86,94.40,94.66,78.1,83.30
2014-06-09 00:00:00.000,94.15,94.39,94.57,75.9,80.70
2014-06-16 00:00:00.000,95.29,94.43,94.66,74.3,78.00
2014-06-23 00:00:00.000,91.59,94.38,94.57,74.5,81.40
2014-06-30 00:00:00.000,94.25,94.37,94.56,73.6,78.10
2014-07-07 00:00:00.000,94.12,94.37,94.56,73.4,78.00
2014-07-14 00:00:00.000,96.05,94.42,94.57,78.6,81.80
2014-07-21 00:00:00.000,93.60,94.39,94.56,72.8,77.80
2014-07-28 00:00:00.000,95.05,94.41,94.57,73.1,76.90
2014-08-04 00:00:00.000,95.29,94.41,94.57,79.0,82.90
2014-08-11 00:00:00.000,95.79,94.40,94.57,73.9,77.20
2014-08-18 00:00:00.000,96.01,94.43,94.82,76.4,79.60
2014-09-01 00:00:00.000,94.24,94.41,94.57,74.8,79.40
2014-09-15 00:00:00.000,89.64,94.29,94.38,69.7,77.70
2014-09-22 00:00:00.000,94.73,94.38,94.57,76.3,80.60
2014-10-06 00:00:00.000,96.30,94.47,94.73,75.5,78.40
2014-10-20 00:00:00.000,95.67,94.44,94.73,76.5,80.00
2014-11-03 00:00:00.000,96.35,94.58,94.82,77.2,80.10
2014-11-17 00:00:00.000,94.34,94.59,94.82,75.3,79.90
2014-12-01 00:00:00.000,94.93,94.62,94.93,75.2,79.20
2014-12-15 00:00:00.000,93.93,94.62,94.93,74.3,79.10
2014-12-29 00:00:00.000,94.99,94.61,94.93,74.4,78.30
2015-01-12 00:00:00.000,94.21,94.59,94.82,73.0,77.40
2015-01-26 00:00:00.000,94.33,94.60,94.82,74.9,79.40
2015-02-09 00:00:00.000,94.12,94.61,94.82,73.7,78.30
2015-02-23 00:00:00.000,91.81,94.53,94.73,72.9,79.40
2015-03-09 00:00:00.000,95.47,94.54,94.73,74.5,78.10
2015-03-23 00:00:00.000,94.29,94.51,94.57,75.1,79.60
2015-04-06 00:00:00.000,94.55,94.52,94.57,76.4,80.80
2015-04-20 00:00:00.000,96.50,94.52,94.57,75.1,77.80
2015-05-04 00:00:00.000,95.65,94.58,94.73,75.2,78.70
2015-05-18 00:00:00.000,95.79,94.64,94.82,74.2,77.50
2015-06-01 00:00:00.000,95.28,94.66,94.93,72.8,76.40
2015-06-15 00:00:00.000,94.53,94.70,94.93,73.5,77.70
2015-06-29 00:00:00.000,91.60,94.68,94.93,70.4,76.90
2015-07-13 00:00:00.000,94.22,94.68,94.93,72.9,77.40
2015-07-27 00:00:00.000,94.04,94.69,94.93,72.2,76.70
2015-08-10 00:00:00.000,95.41,94.69,94.93,74.4,78.00
2015-08-24 00:00:00.000,95.26,94.70,94.93,73.6,77.20
2015-09-07 00:00:00.000,95.46,94.73,94.99,73.1,76.60
2015-09-21 00:00:00.000,92.40,94.67,94.93,74.2,80.30
2015-10-05 00:00:00.000,93.15,94.66,94.93,74.1,79.60
2015-10-19 00:00:00.000,94.51,94.64,94.82,72.8,77.00
2015-11-02 00:00:00.000,91.93,94.58,94.73,72.3,78.60
2015-11-16 00:00:00.000,90.68,94.46,94.55,69.9,77.10
2015-11-30 00:00:00.000,89.12,94.38,94.55,66.9,75.00
2015-12-14 00:00:00.000,96.45,94.45,94.73,71.8,74.50
2015-12-28 00:00:00.000,91.81,94.38,94.55,68.9,75.10
2016-01-16 00:00:00.000,92.41,94.29,94.53,69.8,75.50
2016-01-25 00:00:00.000,92.50,94.23,94.51,71.9,77.70
2016-02-08 00:00:00.000,93.00,94.19,94.34,73.9,79.50
2016-02-22 00:00:00.000,93.95,94.16,94.33,74.2,78.90
2016-03-07 00:00:00.000,91.00,94.07,94.29,68.9,75.70
2016-03-21 00:00:00.000,93.94,94.07,94.29,73.7,78.40
2016-04-04 00:00:00.000,90.83,94.01,94.29,70.2,77.20
2016-04-18 00:00:00.000,92.28,93.95,94.25,68.8,74.60
2016-05-02 00:00:00.000,91.69,93.95,94.25,74.8,81.60
2016-05-09 00:00:00.000,88.95,93.85,94.24,62.1,69.80
2016-05-16 00:00:00.000,91.92,93.81,94.24,73.8,80.20
2016-05-23 00:00:00.000,92.72,93.75,94.22,71.4,77.00
2016-05-30 00:00:00.000,90.26,93.68,94.22,66.5,73.70
2016-06-06 00:00:00.000,94.84,93.68,94.22,75.5,79.60
2016-06-13 00:00:00.000,93.49,93.65,94.21,71.7,76.60
2016-06-20 00:00:00.000,92.13,93.58,94.12,68.0,73.80
2016-06-27 00:00:00.000,91.08,93.48,94.04,73.9,81.10
2016-07-04 00:00:00.000,93.94,93.48,93.95,72.5,77.20
2016-07-11 00:00:00.000,95.27,93.59,94.04,70.9,74.50
2016-07-18 00:00:00.000,94.94,93.59,94.04,77.5,81.70
2016-07-25 00:00:00.000,91.29,93.49,93.95,67.9,74.40
2016-08-01 00:00:00.000,95.36,93.49,93.95,75.7,79.40
2016-08-08 00:00:00.000,92.98,93.43,93.94,72.0,77.40
2016-08-15 00:00:00.000,93.66,93.41,93.94,68.1,72.70
2016-08-22 00:00:00.000,95.54,93.42,93.94,76.1,79.70
2016-08-29 00:00:00.000,94.37,93.43,93.94,74.0,78.40
2016-09-05 00:00:00.000,91.07,93.36,93.94,67.5,74.10
2016-09-12 00:00:00.000,94.76,93.37,93.94,76.6,80.90
2016-09-19 00:00:00.000,89.48,93.28,93.66,69.0,77.10
2016-09-26 00:00:00.000,90.40,93.21,93.49,67.7,74.90
2016-10-03 00:00:00.000,90.03,93.17,93.49,73.1,81.20
2016-10-10 00:00:00.000,94.82,93.16,93.49,68.7,72.50
2016-10-15 00:00:00.000,92.90,93.13,93.15,71.8,77.30
2016-10-24 00:00:00.000,93.21,93.11,93.15,75.3,80.80
2016-10-31 00:00:00.000,92.38,93.03,93.00,70.4,76.20
2016-11-07 00:00:00.000,93.86,93.00,93.00,68.1,72.60
2016-11-14 00:00:00.000,92.07,92.93,92.98,66.9,72.70
2016-11-21 00:00:00.000,88.89,92.81,92.90,64.4,72.50
2016-11-28 00:00:00.000,94.50,92.81,92.90,72.4,76.60
2016-12-05 00:00:00.000,94.45,92.86,92.98,69.1,73.10
2016-12-12 00:00:00.000,91.98,92.82,92.90,68.2,74.10
2016-12-19 00:00:00.000,94.44,92.83,92.90,72.6,76.90
2016-12-26 00:00:00.000,92.76,92.78,92.76,68.8,74.10
2017-01-09 00:00:00.000,93.06,92.73,92.76,71.0,76.30
2017-01-16 00:00:00.000,95.78,92.74,92.76,71.4,74.50
2017-01-23 00:00:00.000,93.04,92.75,92.90,68.4,73.60
2017-01-30 00:00:00.000,93.84,92.77,92.90,75.9,80.80
2017-02-06 00:00:00.000,91.91,92.72,92.76,69.0,75.00
2017-02-13 00:00:00.000,91.97,92.72,92.76,70.4,76.60
2017-02-20 00:00:00.000,93.59,92.77,92.90,76.9,82.10
2017-02-27 00:00:00.000,92.24,92.83,92.90,69.8,75.60
2017-03-06 00:00:00.000,90.15,92.71,92.76,67.6,75.00
2017-03-13 00:00:00.000,91.03,92.70,92.76,72.6,79.70
2017-03-20 00:00:00.000,91.70,92.68,92.76,69.4,75.70
2017-03-27 00:00:00.000,89.97,92.64,92.76,69.5,77.30
2017-04-03 00:00:00.000,89.30,92.57,92.72,67.8,75.90
2017-04-10 00:00:00.000,93.38,92.56,92.72,69.6,74.60
2017-04-17 00:00:00.000,90.08,92.54,92.72,70.3,78.10
2017-04-24 00:00:00.000,93.75,92.53,92.72,70.5,75.20
2017-05-01 00:00:00.000,93.99,92.59,92.76,68.1,72.40
2017-05-08 00:00:00.000,92.34,92.60,92.76,70.8,76.60
2017-05-15 00:00:00.000,93.11,92.62,92.90,69.7,74.80
2017-05-22 00:00:00.000,92.46,92.69,92.90,67.0,72.50
2017-05-29 00:00:00.000,93.20,92.71,92.98,74.7,80.10
2017-06-05 00:00:00.000,93.30,92.72,93.04,70.4,75.50
2017-06-12 00:00:00.000,93.00,92.78,93.04,68.4,73.50
2017-06-19 00:00:00.000,91.50,92.71,93.00,73.6,80.40
2017-06-26 00:00:00.000,95.80,92.76,93.00,72.4,75.60
2017-07-03 00:00:00.000,94.20,92.79,93.04,68.7,72.90
2017-07-10 00:00:00.000,92.50,92.82,93.04,74.7,80.70
2017-07-17 00:00:00.000,94.40,92.83,93.04,70.6,74.70
2017-07-24 00:00:00.000,93.60,92.80,93.04,69.8,74.60
2017-07-31 00:00:00.000,93.20,92.77,93.04,74.6,80.00
2017-08-07 00:00:00.000,91.70,92.77,93.04,68.1,74.30
2017-08-14 00:00:00.000,91.10,92.69,93.00,72.5,79.60
2017-08-21 00:00:00.000,92.80,92.69,93.00,72.8,78.50
2017-08-28 00:00:00.000,93.80,92.69,93.00,68.3,72.80
2017-09-04 00:00:00.000,92.00,92.63,92.90,75.4,82.00
2017-09-11 00:00:00.000,86.30,92.47,92.80,70.7,81.90
2017-09-18 00:00:00.000,94.90,92.55,92.90,68.5,72.20
2017-09-25 00:00:00.000,90.10,92.46,92.80,73.2,81.20
2017-10-02 00:00:00.000,94.50,92.55,92.90,70.2,74.30
2017-10-09 00:00:00.000,92.80,92.60,92.90,73.3,79.00
2017-10-16 00:00:00.000,93.80,92.67,93.00,71.8,76.60
2017-10-23 00:00:00.000,91.00,92.60,92.90,66.1,72.60
2017-10-30 00:00:00.000,92.90,92.60,92.90,68.2,73.50
2017-11-06 00:00:00.000,91.00,92.56,92.80,71.6,78.70
2017-11-13 00:00:00.000,88.60,92.48,92.80,63.8,72.00
2017-11-20 00:00:00.000,93.10,92.47,92.80,73.1,78.50
2017-11-27 00:00:00.000,91.80,92.46,92.80,68.4,74.50
2017-12-04 00:00:00.000,91.80,92.52,92.80,66.7,72.60
2017-12-11 00:00:00.000,93.10,92.49,92.80,66.5,71.50
2017-12-18 00:00:00.000,91.20,92.43,92.80,73.1,80.20
2017-12-25 00:00:00.000,89.70,92.39,92.80,68.6,76.50
2018-01-08 00:00:00.000,90.80,92.32,92.76,69.0,76.00
2018-01-15 00:00:00.000,90.60,92.28,92.50,68.9,76.10
2018-01-22 00:00:00.000,93.00,92.28,92.50,74.0,79.50
2018-01-29 00:00:00.000,93.40,92.23,92.50,70.9,75.90
2018-02-05 00:00:00.000,89.10,92.16,92.46,68.8,77.20
2018-02-12 00:00:00.000,91.00,92.11,92.34,73.9,81.20
2018-02-19 00:00:00.000,89.70,92.06,92.34,68.2,75.90
2018-02-26 00:00:00.000,89.10,92.01,92.34,66.6,74.70
2018-03-05 00:00:00.000,89.40,91.93,92.24,71.4,79.90
2018-03-12 00:00:00.000,93.20,91.95,92.34,70.5,75.70
2018-03-19 00:00:00.000,92.70,92.00,92.46,68.3,73.70
2018-03-26 00:00:00.000,90.70,91.99,92.46,73.6,81.10
2018-04-02 00:00:00.000,90.10,91.96,92.46,68.0,75.40
2018-04-09 00:00:00.000,88.60,91.93,92.46,64.8,73.10
2018-04-16 00:00:00.000,91.20,91.97,92.46,73.0,80.00
2018-04-23 00:00:00.000,91.60,91.94,92.34,66.9,73.10
2018-04-30 00:00:00.000,90.00,91.93,92.34,70.0,77.80
2018-05-07 00:00:00.000,91.00,91.88,92.00,68.4,75.20
2018-05-14 00:00:00.000,89.10,91.79,91.80,66.3,74.40
2018-05-21 00:00:00.000,90.50,91.76,91.80,72.6,80.30
2018-05-28 00:00:00.000,93.00,91.75,91.80,70.1,75.40
2018-06-04 00:00:00.000,92.50,91.75,91.80,68.9,74.50
2018-06-11 00:00:00.000,90.80,91.71,91.70,73.5,80.90
2018-06-18 00:00:00.000,92.70,91.70,91.70,70.1,75.60
2018-06-25 00:00:00.000,93.00,91.70,91.70,73.4,79.00
2018-07-02 00:00:00.000,91.80,91.70,91.80,70.6,76.90
2018-07-09 00:00:00.000,93.50,91.66,91.80,71.3,76.30
2018-07-16 00:00:00.000,92.30,91.62,91.80,71.9,78.00
2018-07-23 00:00:00.000,92.30,91.62,91.80,71.2,77.10
2018-07-30 00:00:00.000,92.80,91.59,91.80,69.5,74.90
2018-08-02 00:00:00.000,92.50,91.57,91.80,76.3,82.50
2018-08-06 00:00:00.000,93.20,91.57,91.80,75.0,80.50
2018-08-07 00:00:00.000,92.50,91.58,91.80,73.6,79.50
2018-08-13 00:00:00.000,94.30,91.65,91.80,73.8,78.20
2018-08-20 00:00:00.000,93.60,91.66,91.80,68.6,73.30
2018-08-27 00:00:00.000,91.80,91.62,91.80,74.6,81.30
2018-09-03 00:00:00.000,88.20,91.55,91.80,65.7,74.50
2018-09-10 00:00:00.000,92.70,91.67,91.80,67.6,72.90
2018-09-17 00:00:00.000,91.00,91.60,91.80,74.3,81.60
2018-09-24 00:00:00.000,89.00,91.58,91.80,67.3,75.60
2018-10-01 00:00:00.000,91.20,91.52,91.80,72.5,79.40
2018-10-08 00:00:00.000,90.80,91.48,91.60,70.0,77.10
2018-10-21 00:00:00.000,68.60,91.00,91.20,48.4,70.60
2018-10-24 00:00:00.000,74.30,90.69,91.20,59.8,80.60
2018-10-29 00:00:00.000,93.80,90.70,91.20,66.8,71.30
2018-11-05 00:00:00.000,78.70,90.47,91.20,62.4,79.20
2018-11-12 00:00:00.000,88.50,90.47,91.20,65.4,73.90
2018-11-19 00:00:00.000,90.90,90.43,91.20,70.4,77.50
2018-11-26 00:00:00.000,84.00,90.28,91.20,61.3,72.90
2018-12-03 00:00:00.000,89.60,90.24,91.00,69.7,77.80
2018-12-17 00:00:00.000,84.20,90.07,91.00,64.0,76.00
2018-12-24 00:00:00.000,86.90,89.99,91.00,69.0,79.40
2019-01-04 00:00:00.000,87.90,89.96,91.00,67.6,76.80
2019-01-14 00:00:00.000,88.50,89.91,91.00,72.4,81.80
2019-01-21 00:00:00.000,93.10,89.96,91.00,72.1,77.50
2019-01-28 00:00:00.000,91.20,89.93,91.00,70.2,77.00
2019-02-04 00:00:00.000,86.40,89.79,91.00,71.1,82.40
2019-02-11 00:00:00.000,89.90,89.81,91.00,68.9,76.60
2019-02-18 00:00:00.000,90.40,89.80,90.90,72.5,80.20
2019-02-25 00:00:00.000,88.90,89.78,90.90,69.5,78.20
2019-03-04 00:00:00.000,90.20,89.80,90.90,68.1,75.60
2019-03-11 00:00:00.000,92.60,89.86,91.00,74.2,80.20
2019-03-18 00:00:00.000,92.20,89.85,91.00,71.7,77.70
2019-03-25 00:00:00.000,89.80,89.79,90.90,69.9,77.90
2019-04-01 00:00:00.000,90.70,89.79,90.90,67.6,74.50
2019-04-08 00:00:00.000,88.80,89.77,90.90,71.8,80.80
2019-04-15 00:00:00.000,90.00,89.79,90.90,65.5,72.80
2019-04-18 00:00:00.000,88.90,89.75,90.80,66.6,74.90
2019-04-22 00:00:00.000,93.00,89.78,90.80,75.2,80.90
2019-04-29 00:00:00.000,88.50,89.75,90.80,67.9,76.70
2019-05-06 00:00:00.000,90.70,89.74,90.80,67.8,74.80
2019-05-13 00:00:00.000,92.00,89.80,90.80,74.8,81.30
2019-05-20 00:00:00.000,92.70,89.84,90.90,71.4,77.00
2019-05-27 00:00:00.000,91.10,89.80,90.90,68.3,75.00
2019-06-03 00:00:00.000,91.20,89.78,90.90,74.6,81.80
2019-06-10 00:00:00.000,92.50,89.81,91.00,70.0,75.60
2019-06-17 00:00:00.000,92.30,89.80,91.00,74.1,80.30
2019-06-24 00:00:00.000,92.90,89.80,91.00,72.9,78.40
2019-07-01 00:00:00.000,88.30,89.73,90.90,68.8,77.90
2019-07-08 00:00:00.000,94.30,89.75,90.90,77.4,82.10
2019-07-15 00:00:00.000,93.60,89.77,90.90,74.0,79.10
2019-07-22 00:00:00.000,91.20,89.75,90.90,70.0,76.70
2019-07-29 00:00:00.000,93.30,89.76,90.90,76.4,81.90
2019-08-05 00:00:00.000,95.50,89.82,90.90,73.6,77.10
2019-08-12 00:00:00.000,90.80,89.77,90.80,70.1,77.10
2019-08-19 00:00:00.000,91.30,89.75,90.80,76.2,83.40
2019-08-26 00:00:00.000,93.20,89.73,90.80,72.2,77.40
2019-09-02 00:00:00.000,90.70,89.68,90.80,70.1,77.30
2019-09-09 00:00:00.000,92.10,89.68,90.80,71.5,77.60
2019-09-16 00:00:00.000,93.00,89.77,90.80,76.3,82.00
2019-09-23 00:00:00.000,92.20,89.76,90.80,73.6,79.90
2019-09-30 00:00:00.000,94.00,89.82,90.80,73.7,78.40
2019-10-07 00:00:00.000,93.40,89.90,90.90,71.4,76.40
2019-10-14 00:00:00.000,92.20,89.92,90.90,73.0,79.20
2019-10-21 00:00:00.000,93.10,89.96,91.10,72.5,77.90
2019-10-28 00:00:00.000,92.60,90.42,91.20,69.3,74.80
2019-11-04 00:00:00.000,91.60,90.74,91.20,73.3,80.00
2019-11-11 00:00:00.000,92.70,90.72,91.20,72.2,77.90
2019-11-18 00:00:00.000,90.50,90.95,91.20,69.2,76.50
2019-11-25 00:00:00.000,92.60,91.02,91.20,74.6,80.60
2019-12-02 00:00:00.000,91.30,91.03,91.30,73.0,80.00
2019-12-09 00:00:00.000,91.70,91.18,91.30,70.4,76.80
2019-12-16 00:00:00.000,87.80,91.14,91.30,68.8,78.30
2019-12-23 00:00:00.000,90.50,91.26,91.30,74.7,82.50
2020-01-06 00:00:00.000,92.20,91.36,91.60,72.7,78.90
2020-01-13 00:00:00.000,90.80,91.42,91.60,72.1,79.40
2020-01-20 00:00:00.000,88.40,91.41,91.60,69.9,79.00
2020-01-27 00:00:00.000,93.50,91.42,91.60,77.9,83.30
2020-02-03 00:00:00.000,89.50,91.39,91.60,70.3,78.60
2020-02-10 00:00:00.000,88.50,91.43,91.60,72.0,81.30
2020-02-17 00:00:00.000,91.10,91.45,91.60,72.8,79.90
2020-02-24 00:00:00.000,90.30,91.45,91.60,73.6,81.50
2020-03-02 00:00:00.000,89.60,91.46,91.60,71.7,80.00
2020-03-09 00:00:00.000,93.40,91.52,91.70,74.4,79.60
2020-03-16 00:00:00.000,91.50,91.50,91.60,70.8,77.40
2020-03-23 00:00:00.000,89.60,91.45,91.50,73.0,81.50
2020-03-30 00:00:00.000,91.90,91.49,91.60,72.8,79.30
2020-04-06 00:00:00.000,87.70,91.44,91.60,66.9,76.30
2020-04-13 00:00:00.000,87.90,91.42,91.60,71.1,80.90
2020-04-20 00:00:00.000,94.20,91.50,91.70,75.3,79.90
2020-04-27 00:00:00.000,86.60,91.45,91.70,66.8,77.20
2020-05-04 00:00:00.000,91.70,91.43,91.70,76.4,83.30
2020-05-11 00:00:00.000,92.50,91.51,91.70,74.4,80.40
2020-05-18 00:00:00.000,90.70,91.51,91.70,69.4,76.50
2020-05-25 00:00:00.000,59.60,90.89,91.70,49.6,55.50
2020-05-28 00:00:00.000,88.00,90.81,91.60,73.7,83.70
2020-06-01 00:00:00.000,93.70,90.85,91.70,72.8,77.60
2020-06-08 00:00:00.000,90.30,90.84,91.70,74.0,81.90
2020-06-15 00:00:00.000,89.20,90.78,91.60,72.4,81.10
2020-06-22 00:00:00.000,92.20,90.77,91.60,74.5,80.70
2020-06-29 00:00:00.000,85.00,90.62,91.50,70.4,82.70
2020-07-06 00:00:00.000,82.80,90.52,91.50,68.4,82.50
2020-07-13 00:00:00.000,92.90,90.49,91.50,72.4,78.00
2020-07-20 00:00:00.000,91.40,90.45,91.40,77.4,84.70
2020-07-27 00:00:00.000,93.10,90.49,91.50,74.2,79.70
2020-08-10 00:00:00.000,87.10,90.37,91.40,74.4,85.40
2020-08-17 00:00:00.000,92.00,90.31,91.40,75.0,81.50
2020-08-24 00:00:00.000,93.10,90.35,91.50,73.1,78.50
2020-08-31 00:00:00.000,0.00,88.63,91.50,0.0,0.00
2020-09-12 00:00:00.000,92.60,88.62,91.50,69.8,75.40
2020-09-21 00:00:00.000,89.00,88.58,91.50,67.7,76.00
2020-09-28 00:00:00.000,90.80,88.56,91.40,69.8,76.90
2020-10-05 00:00:00.000,92.60,88.55,91.40,76.7,82.70
2020-10-09 00:00:00.000,88.10,88.47,91.30,84.1,95.50
2020-10-12 00:00:00.000,89.40,88.39,91.10,70.7,79.10
2020-10-13 00:00:00.000,80.00,88.13,90.80,63.4,79.30
2020-10-19 00:00:00.000,91.70,88.12,90.80,70.0,76.30
2020-10-21 00:00:00.000,85.70,87.98,90.80,61.2,71.40
2020-10-26 00:00:00.000,90.30,87.94,90.70,75.6,83.70
2020-11-02 00:00:00.000,86.10,87.84,90.50,69.1,80.30
2020-11-09 00:00:00.000,89.80,87.78,90.50,69.9,77.80
2020-11-16 00:00:00.000,89.70,87.77,90.30,74.6,83.20
2020-11-23 00:00:00.000,85.30,87.63,90.30,69.5,81.40
2020-11-30 00:00:00.000,88.10,87.57,90.30,71.1,80.70
2020-12-07 00:00:00.000,90.10,87.54,90.10,74.7,82.90
